14.4,0.71,-6.667,-7.619,-6.667,-6.19,27.619,-8.095,
15.4,0.76,-6.19,-7.619,-6.667,-7.143,27.143,-8.095,
14.4,0.67,-6.667,-7.619,-7.143,-7.143,27.143,-9.048,
13.5,0.76,-7.143,-8.095,-7.143,-6.667,27.143,-7.143,
13.5,0.76,-7.619,-7.619,-6.667,-6.667,27.143,-8.571,
15.4,0.76,-6.19,-8.095,-6.667,-6.667,27.619,-8.095,
13.5,0.71,-7.143,-7.619,-7.143,-6.667,27.619,-8.095,
15.4,0.76,-7.143,-7.619,-7.143,-5.714,28.095,-8.095,
14.4,0.71,-7.143,-7.619,-7.619,-6.667,28.095,-7.619,
14.4,0.67,-7.143,-8.095,-6.667,-5.714,26.667,-7.143,
15.4,0.71,-6.667,-8.095,-6.667,-6.19,28.095,-7.619,
16.3,0.71,-6.667,-7.619,-7.143,-6.19,27.619,-8.095,
14.4,0.71,-6.19,-7.619,-7.143,-5.714,27.619,-8.095,
13.5,0.71,-7.143,-7.619,-6.667,-6.19,28.095,-7.619,
14.4,0.67,-6.19,-8.095,-7.143,-6.667,27.619,-7.143,
15.4,0.67,-7.143,-7.143,-6.667,-6.667,28.095,-7.619,
14.4,0.71,-6.667,-7.619,-7.143,-6.667,27.619,-7.619,
13.5,0.71,-7.143,-7.619,-7.619,-6.19,27.619,-8.095,
15.4,0.76,-6.667,-7.143,-7.143,-6.667,28.095,-8.095,
13.5,0.76,-6.19,-8.095,-7.619,-6.19,28.095,-7.619,
14.4,0.71,-6.667,-7.619,-7.143,-6.19,27.619,-7.619,
15.4,0.76,-7.143,-8.571,-7.619,-6.667,27.143,-9.048,
15.4,0.81,-7.143,-8.095,-7.143,-7.143,27.619,-8.095,
16.3,0.81,-7.143,-8.095,-7.619,-7.619,27.619,-8.095,
15.4,0.81,-7.619,-8.095,-8.095,-7.619,27.619,-8.571,
15.4,0.76,-6.667,-8.095,-7.143,-6.667,28.095,-8.571,
14.4,0.67,-6.667,-7.619,-7.143,-6.667,27.143,-7.619,
14.4,0.71,-6.19,-8.095,-6.667,-6.667,27.143,-7.619,
14.4,0.71,-6.19,-8.095,-7.619,-6.19,28.095,-8.095,
14.4,0.81,-7.619,-8.571,-7.619,-7.619,27.619,-8.571,
14.4,0.76,-7.143,-8.571,-7.143,-6.19,27.619,-8.095,
16.3,0.81,-7.143,-8.095,-7.619,-7.143,27.619,-9.048,
15.4,0.76,-7.619,-8.095,-8.095,-6.667,27.619,-9.048,
13.5,0.76,-6.667,-8.095,-7.143,-6.19,27.143,-7.619,
14.4,0.67,-7.143,-7.619,-7.619,-6.19,26.667,-7.619,
15.4,0.67,-7.143,-8.095,-6.667,-7.143,27.143,-8.095,
15.4,0.71,-6.19,-8.095,-7.143,-6.19,28.095,-7.619,
14.4,0.71,-6.667,-7.143,-7.619,-6.19,28.571,-7.143,
15.4,0.71,-6.19,-7.619,-7.619,-6.667,27.619,-7.619,
14.4,0.67,-6.19,-7.619,-7.619,-7.143,27.143,-8.571,
15.4,0.71,-6.19,-7.143,-7.143,-6.667,28.095,-8.571,
15.4,0.71,-6.667,-8.095,-7.619,-6.19,27.143,-8.571,
15.4,0.76,-6.19,-7.619,-7.619,-6.19,27.619,-7.619,
15.4,0.71,-6.667,-8.095,-7.619,-7.143,28.095,-8.095,
15.4,0.76,-6.667,-7.143,-6.667,-6.19,27.143,-7.619,
14.4,0.67,-7.143,-8.095,-6.667,-5.714,26.667,-7.143,
13.5,0.67,-6.667,-8.095,-7.619,-6.19,27.143,-8.095,
13.5,0.67,-6.667,-8.095,-6.667,-7.143,28.095,-8.095,
14.4,0.67,-6.19,-8.095,-7.143,-6.19,28.571,-8.095,
16.3,0.81,-7.619,-8.095,-7.619,-7.619,27.143,-8.571,
16.3,0.86,-8.095,-9.048,-8.095,-7.143,27.143,-9.048,
16.3,0.76,-7.619,-9.048,-8.571,-6.667,27.619,-9.048,
14.4,0.67,-6.667,-7.619,-7.619,-6.19,28.095,-8.571,
14.4,0.67,-5.714,-7.143,-6.667,-6.667,27.143,-7.619,
14.4,0.71,-7.143,-7.619,-7.143,-6.667,27.143,-7.619,
13.5,0.76,-7.143,-8.095,-6.667,-6.667,26.667,-7.143,
13.5,0.71,-7.143,-7.619,-6.667,-6.19,28.571,-7.619,
15.4,0.67,-7.619,-8.095,-7.143,-6.667,26.667,-7.619,
14.4,0.76,-6.19,-8.095,-7.143,-6.667,27.619,-8.095,
15.4,0.67,-6.667,-7.619,-7.619,-6.667,27.143,-8.095,
14.4,0.76,-7.143,-7.619,-6.667,-5.714,27.619,-7.143,
13.5,0.71,-7.143,-7.619,-7.143,-7.143,27.143,-7.619,
14.4,0.67,-6.667,-7.619,-6.667,-6.19,27.143,-8.095,
15.4,0.67,-7.143,-7.619,-7.619,-5.714,28.095,-8.571,
14.4,0.67,-7.143,-7.619,-7.143,-6.19,27.143,-7.143,
14.4,0.76,-6.667,-8.571,-7.619,-6.19,27.619,-7.619,
14.4,0.71,-6.19,-8.095,-7.619,-6.667,28.095,-8.571,
15.4,0.71,-6.19,-8.095,-6.667,-6.19,27.143,-8.095,
13.5,0.71,-6.19,-7.619,-7.619,-6.19,27.619,-8.571,
15.4,0.71,-7.143,-8.095,-7.619,-6.667,27.619,-8.571,
16.3,0.76,-6.667,-8.571,-7.619,-7.143,27.619,-8.571,
16.3,0.76,-7.619,-8.571,-7.619,-7.143,27.143,-8.095,
16.3,0.81,-8.095,-8.095,-8.095,-7.143,28.095,-8.571,
13.5,0.67,-6.667,-7.619,-7.619,-6.19,27.619,-8.095,
13.5,0.71,-6.19,-7.619,-6.667,-5.714,27.619,-7.619,
13.5,0.67,-6.667,-8.095,-6.667,-6.667,28.571,-7.619,
15.4,0.71,-7.619,-8.095,-7.143,-6.19,27.619,-8.095,
13.5,0.76,-6.667,-8.095,-6.667,-6.667,28.095,-7.619,
13.5,0.71,-6.667,-7.619,-7.143,-5.714,27.143,-8.571,
14.4,0.71,-7.143,-8.095,-6.667,-6.19,27.143,-7.143,
15.4,0.71,-5.714,-8.095,-7.619,-6.19,28.571,-8.571,
15.4,0.76,-6.667,-8.095,-7.143,-6.667,28.095,-8.095,
14.4,0.76,-7.619,-7.619,-6.667,-6.19,27.619,-8.571,
15.4,0.76,-6.667,-8.095,-7.619,-6.19,27.143,-7.143,
14.4,0.71,-7.143,-7.619,-6.667,-6.19,27.143,-7.143,
15.4,0.76,-6.19,-7.143,-6.667,-5.714,28.095,-8.095,
13.5,0.67,-6.19,-7.619,-6.667,-5.714,27.619,-7.619,
14.4,0.71,-7.143,-7.619,-6.667,-6.667,27.619,-8.571,
